Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Admission_grade,Curricular_units_2nd_sem_evaluations,Age_at_enrollment,Previous_qualification_grade,Curricular_units_1st_sem_evaluations,Tuition_fees_up_to_date,Status
5,12.2,5,12.6,116.3,7,24,160.0,8,Yes,Graduate
8,14.22222222222222,7,13.542857142857144,137.4,9,19,144.0,7,Yes,Graduate
5,13.0,5,11.6,101.8,6,21,100.0,8,Yes,Enrolled
6,13.833333333333334,6,13.666666666666666,144.1,6,19,143.0,7,Yes,Graduate
0,0.0,0,0.0,107.8,8,27,160.0,10,No,Dropout
0,0.0,0,0.0,128.2,0,30,140.0,0,No,Dropout
0,0.0,0,0.0,117.0,0,21,133.1,0,Yes,Dropout
6,12.285714285714286,6,11.5,110.4,8,19,116.0,6,Yes,Graduate
4,11.75,2,11.5,170.0,9,34,120.0,12,Yes,Enrolled
7,12.9125,7,11.828571428571427,100.0,10,18,141.0,7,Yes,Graduate
0,0.0,0,0.0,117.0,0,21,110.0,0,Yes,Graduate
0,0.0,0,0.0,133.5,0,17,127.0,0,Yes,Enrolled
6,12.966666666666669,6,12.966666666666669,128.0,7,19,132.0,7,Yes,Graduate
6,13.666666666666666,6,13.833333333333334,122.1,6,18,135.0,6,Yes,Graduate
8,14.36875,7,14.125714285714285,133.4,8,19,135.0,7,Yes,Graduate
0,0.0,5,12.166666666666666,112.0,8,45,140.0,12,Yes,Dropout
4,12.25,6,12.666666666666666,130.0,21,26,133.1,17,Yes,Graduate
0,0.0,0,0.0,100.0,0,51,100.0,4,Yes,Dropout
6,14.166666666666666,6,12.285714285714286,162.0,7,49,133.1,8,Yes,Graduate
4,14.375,3,14.5,153.0,8,22,100.0,7,Yes,Enrolled
1,10.0,2,10.0,131.4,7,22,137.0,8,Yes,Dropout
2,12.0,2,11.5,128.2,8,33,120.0,11,Yes,Dropout
4,11.5,5,11.6,148.9,6,20,148.9,6,Yes,Graduate
6,11.666666666666666,6,12.5,128.4,6,18,134.0,6,Yes,Graduate
2,11.0,3,11.666666666666666,120.3,10,20,128.0,9,No,Dropout
10,11.6,7,13.428571428571429,100.0,11,37,133.1,11,Yes,Graduate
6,13.5,6,13.666666666666666,126.1,6,18,131.0,6,Yes,Graduate
6,12.166666666666666,6,12.5,111.7,6,19,118.0,6,Yes,Graduate
4,12.8,6,13.0,140.0,15,21,140.0,7,Yes,Graduate
7,12.842857142857143,6,12.783333333333331,122.2,9,20,133.0,9,Yes,Graduate
0,0.0,0,0.0,118.7,0,19,126.0,0,Yes,Dropout
4,11.225,4,13.5,121.5,11,20,125.0,13,Yes,Dropout
8,15.125,7,13.457142857142856,134.5,8,18,138.0,7,Yes,Graduate
7,13.44285714285714,7,13.44285714285714,127.0,8,19,140.0,8,Yes,Graduate
5,10.833333333333334,4,11.0,114.2,12,18,124.0,13,Yes,Graduate
6,12.285714285714286,6,11.333333333333334,125.3,7,18,133.0,6,Yes,Graduate
0,0.0,2,10.0,120.4,1,18,127.0,7,Yes,Dropout
6,13.066666666666668,5,13.44,123.0,8,19,138.0,10,Yes,Enrolled
8,14.0625,7,12.214285714285714,130.5,8,18,142.0,8,Yes,Graduate
6,13.5,6,14.166666666666666,125.5,6,19,130.0,6,Yes,Graduate
11,12.636363636363637,12,12.846153846153848,133.8,13,24,130.0,13,Yes,Graduate
2,12.0,6,13.0,150.0,18,20,150.0,8,Yes,Enrolled
4,11.25,5,12.8,130.5,7,21,127.0,6,Yes,Graduate
5,12.0,4,13.0,140.0,11,20,140.0,13,No,Dropout
8,13.666666666666666,7,13.371428571428572,119.4,9,19,126.0,7,Yes,Graduate
8,13.3875,7,13.385714285714286,121.3,8,19,139.0,8,Yes,Graduate
7,13.328571428571427,7,13.328571428571427,126.3,8,18,141.0,8,Yes,Graduate
5,11.0,5,14.0,111.6,14,19,120.0,12,Yes,Graduate
5,13.2,5,12.6,111.3,5,21,120.0,5,Yes,Graduate
6,15.0,6,14.0,122.5,6,19,134.0,7,Yes,Graduate
6,12.666666666666666,6,13.428571428571429,116.5,6,18,128.0,7,Yes,Graduate
6,12.5,6,13.0,132.0,6,17,133.0,6,Yes,Graduate
5,11.0,5,12.666666666666666,123.7,8,19,123.0,8,Yes,Enrolled
3,12.333333333333334,3,10.0,117.0,9,23,118.0,9,No,Dropout
6,11.77777777777778,6,12.833333333333334,116.5,10,19,113.0,7,Yes,Graduate
6,12.916666666666666,6,12.916666666666666,121.5,7,18,135.0,7,Yes,Graduate
5,13.8,6,13.285714285714286,105.0,8,20,133.1,9,Yes,Graduate
5,13.8,5,14.6,121.3,5,19,130.0,6,Yes,Graduate
6,13.666666666666666,6,14.0,136.1,6,18,135.0,6,Yes,Graduate
6,15.0,6,14.142857142857142,123.6,6,19,133.0,7,Yes,Graduate
6,12.333333333333334,6,11.666666666666666,129.0,6,19,123.0,8,Yes,Graduate
8,14.3775,8,14.3775,136.8,9,18,145.0,9,Yes,Graduate
7,13.042857142857144,7,12.5,133.4,9,18,146.0,8,Yes,Graduate
6,14.15,6,14.15,136.0,7,19,144.0,7,Yes,Graduate
7,12.471428571428572,7,12.471428571428572,125.8,12,19,144.0,12,Yes,Graduate
6,14.15,6,14.15,120.5,7,19,131.0,7,Yes,Graduate
8,14.0475,7,14.072222222222225,130.2,8,21,141.0,11,Yes,Graduate
6,14.666666666666666,6,14.857142857142858,135.9,6,18,138.0,7,Yes,Graduate
6,13.166666666666666,6,14.285714285714286,116.5,6,19,127.0,7,Yes,Graduate
0,0.0,0,0.0,124.0,4,18,124.0,4,No,Dropout
0,0.0,0,0.0,140.0,0,30,140.0,0,Yes,Dropout
5,15.166666666666666,6,15.0,150.9,8,18,157.0,8,Yes,Dropout
6,12.633333333333333,6,12.633333333333333,127.3,7,20,129.0,7,Yes,Graduate
5,12.6,5,11.2,100.0,5,25,133.1,5,No,Dropout
6,14.233333333333334,6,14.233333333333334,128.8,7,18,142.0,7,Yes,Graduate
3,11.333333333333334,5,12.2,119.7,10,21,133.0,13,Yes,Enrolled
7,15.7,7,15.7,140.8,8,18,156.0,8,Yes,Graduate
6,15.2,6,15.2,138.0,7,18,151.0,7,Yes,Graduate
5,15.6,6,16.333333333333332,132.9,8,29,135.0,9,No,Dropout
12,12.857142857142858,14,12.5625,140.0,24,20,140.0,29,Yes,Graduate
0,0.0,0,0.0,140.0,0,26,140.0,0,Yes,Dropout
6,12.0,5,12.4,99.3,6,21,100.0,8,Yes,Graduate
8,13.78125,8,13.78125,119.3,9,19,126.0,9,Yes,Graduate
5,11.666666666666666,6,12.166666666666666,113.2,8,19,123.0,10,Yes,Dropout
5,11.833333333333334,5,11.8,117.0,8,21,133.1,8,Yes,Enrolled
4,12.0,4,10.8,123.0,15,20,137.0,13,Yes,Graduate
8,14.28625,7,13.26,127.2,8,18,138.0,8,Yes,Graduate
3,10.666666666666666,4,12.0,141.0,15,20,128.0,10,No,Dropout
6,14.428571428571429,6,11.875,121.7,7,20,136.0,9,Yes,Graduate
2,13.4,5,12.16,121.1,7,18,127.0,11,Yes,Enrolled
4,12.5,1,15.0,146.1,7,18,145.0,6,Yes,Enrolled
5,13.2,6,13.333333333333334,142.5,9,18,140.0,6,Yes,Graduate
3,11.8,2,11.5,126.8,12,18,138.0,12,Yes,Enrolled
5,13.0,6,14.428571428571429,150.0,9,22,150.0,7,Yes,Graduate
3,15.333333333333334,1,13.0,150.0,8,19,150.0,10,Yes,Enrolled
6,14.333333333333334,6,15.0,134.5,8,19,131.0,7,Yes,Graduate
8,16.8,7,15.155555555555557,129.5,8,18,136.0,9,Yes,Graduate
6,11.857142857142858,6,10.666666666666666,113.2,7,20,117.0,8,Yes,Graduate
4,11.25,5,11.0,140.2,9,18,158.0,9,Yes,Dropout
0,0.0,0,0.0,119.2,0,21,129.0,0,Yes,Dropout
6,12.0,6,12.285714285714286,140.7,7,19,140.0,7,Yes,Graduate
8,12.82875,8,12.82875,142.3,8,18,141.0,8,Yes,Dropout
5,14.4,6,12.666666666666666,129.9,8,18,132.0,6,Yes,Graduate
0,0.0,0,0.0,134.8,0,18,133.0,0,Yes,Enrolled
0,0.0,2,13.0,104.1,8,21,109.0,16,No,Dropout
4,12.4,5,10.875,122.4,8,19,135.0,10,Yes,Graduate
5,11.6,5,12.8,120.6,8,19,122.0,5,Yes,Graduate
0,0.0,5,11.285714285714286,112.4,7,19,118.0,10,Yes,Dropout
0,0.0,0,0.0,157.9,0,18,174.0,0,Yes,Graduate
1,10.0,0,0.0,125.9,11,19,142.0,0,Yes,Dropout
8,13.744444444444444,6,13.766666666666666,118.4,9,20,131.0,9,Yes,Dropout
6,12.758333333333333,6,12.758333333333333,130.8,9,18,139.0,9,No,Dropout
0,0.0,0,0.0,176.7,0,19,170.0,0,Yes,Dropout
6,13.25,6,12.666666666666666,156.8,8,18,182.0,6,Yes,Graduate
4,12.75,6,12.0,126.8,16,18,125.0,13,Yes,Enrolled
6,12.0,6,12.25,128.0,8,19,142.0,8,Yes,Graduate
5,12.2,3,11.333333333333334,113.8,8,20,119.0,8,Yes,Graduate
8,13.05,7,13.507142857142856,120.8,12,19,128.0,9,Yes,Graduate
7,13.614285714285714,7,13.614285714285714,130.8,8,18,150.0,8,Yes,Graduate
0,0.0,0,0.0,101.0,6,25,133.1,6,Yes,Dropout
6,12.166666666666666,4,11.5,126.1,6,18,131.0,9,No,Graduate
6,12.5,6,12.333333333333334,113.8,7,19,118.0,7,Yes,Graduate
8,14.4375,7,11.971428571428572,118.3,8,19,122.0,7,Yes,Graduate
2,11.5,2,13.0,127.9,13,20,116.0,12,No,Dropout
7,12.728571428571428,7,12.385714285714286,131.1,9,18,137.0,9,Yes,Enrolled
5,11.285714285714286,2,13.5,117.9,12,20,128.0,12,Yes,Graduate
6,13.285714285714286,6,12.166666666666666,115.7,7,21,123.0,8,Yes,Graduate
0,0.0,0,0.0,141.0,0,19,133.1,0,Yes,Graduate
6,13.666666666666666,6,11.666666666666666,120.0,6,42,110.0,6,Yes,Graduate
5,14.166666666666666,5,12.4,131.8,12,18,143.0,9,No,Enrolled
6,12.833333333333334,5,13.4,131.1,6,19,150.0,7,Yes,Graduate
4,12.5,6,12.0,117.8,11,18,129.0,11,Yes,Graduate
5,14.8,5,14.2,140.0,5,21,140.0,6,Yes,Graduate
6,14.428571428571429,6,12.125,108.0,7,20,133.1,8,Yes,Graduate
7,13.285714285714286,7,13.857142857142858,122.9,7,20,132.0,7,Yes,Graduate
5,12.333333333333334,3,11.75,130.0,13,21,130.0,13,Yes,Enrolled
8,13.125555555555556,7,14.283333333333337,126.0,9,19,137.0,9,Yes,Graduate
9,13.0,11,13.272727272727272,134.0,13,21,133.1,21,Yes,Graduate
6,15.142857142857142,6,14.666666666666666,134.3,7,19,143.0,6,Yes,Graduate
8,15.092,7,15.114999999999998,138.7,10,19,148.0,10,Yes,Graduate
0,0.0,0,0.0,143.3,0,18,137.0,0,Yes,Enrolled
6,13.142857142857142,6,15.0,160.0,7,22,160.0,13,Yes,Graduate
5,14.333333333333334,5,13.2,111.0,9,21,112.0,8,Yes,Graduate
3,10.333333333333334,2,11.0,128.5,14,18,133.0,14,Yes,Dropout
7,14.565714285714288,7,14.565714285714288,133.0,8,20,142.0,8,Yes,Graduate
4,10.75,3,12.0,114.6,6,18,123.0,8,No,Dropout
0,0.0,0,0.0,104.1,5,20,103.0,6,Yes,Dropout
7,13.775,6,13.796666666666669,127.6,11,23,140.0,7,Yes,Graduate
6,15.333333333333334,6,14.833333333333334,151.0,6,18,159.0,6,Yes,Graduate
6,13.833333333333334,6,12.833333333333334,135.7,6,20,140.0,6,Yes,Graduate
7,14.962857142857144,7,14.962857142857144,137.8,8,18,148.0,8,Yes,Graduate
5,11.2,4,12.0,117.3,8,20,112.0,8,Yes,Graduate
8,12.8,7,12.4,121.2,9,18,131.0,8,Yes,Graduate
6,17.166666666666668,6,15.571428571428571,129.3,6,20,145.0,7,Yes,Graduate
7,13.714285714285714,7,13.714285714285714,123.0,8,19,133.1,8,Yes,Graduate
6,12.166666666666666,6,13.142857142857142,140.0,9,21,140.0,9,Yes,Graduate
3,11.0,6,15.0,140.0,8,33,140.0,7,Yes,Graduate
0,0.0,1,13.0,144.6,5,24,150.0,6,No,Dropout
11,12.75,11,12.0,118.3,14,20,120.0,12,Yes,Graduate
0,0.0,0,0.0,153.6,0,18,156.0,0,Yes,Graduate
6,14.166666666666666,6,15.166666666666666,158.3,6,18,167.0,6,Yes,Graduate
2,10.5,4,12.0,100.0,13,29,133.1,9,Yes,Dropout
8,14.772727272727272,7,13.642857142857142,134.9,11,18,147.0,7,Yes,Graduate
6,12.714285714285714,6,12.666666666666666,142.0,7,19,129.0,8,Yes,Graduate
0,0.0,0,0.0,127.3,0,19,136.0,0,Yes,Dropout
6,10.5,5,10.8,116.5,9,18,128.0,8,Yes,Graduate
8,13.063636363636364,6,14.25,138.6,11,19,140.0,9,Yes,Graduate
10,12.9,12,12.153846153846152,133.0,18,20,141.0,22,Yes,Dropout
2,10.5,1,11.5,136.2,12,19,133.0,14,Yes,Enrolled
3,12.333333333333334,4,12.25,118.0,9,19,125.0,10,Yes,Graduate
5,11.142857142857142,6,12.0,126.8,12,18,124.0,8,Yes,Enrolled
8,13.40375,8,13.40375,128.5,8,18,140.0,8,Yes,Graduate
3,12.666666666666666,6,11.333333333333334,129.9,9,19,140.0,15,Yes,Graduate
6,12.333333333333334,5,12.2,125.8,6,20,137.0,7,Yes,Dropout
0,0.0,0,0.0,129.3,0,18,144.0,0,Yes,Enrolled
0,0.0,0,0.0,124.7,0,18,138.0,0,Yes,Dropout
4,16.0,5,16.166666666666668,154.9,10,35,130.0,8,No,Dropout
3,11.0,3,11.0,127.3,6,18,142.0,10,Yes,Enrolled
0,0.0,0,0.0,129.0,0,19,136.0,0,Yes,Graduate
6,12.285714285714286,4,12.0,98.0,8,19,133.1,8,Yes,Enrolled
4,12.25,2,10.5,122.0,11,20,130.0,8,Yes,Enrolled
4,10.333333333333334,3,11.666666666666666,112.5,13,19,117.0,7,Yes,Enrolled
2,10.0,3,11.0,127.3,7,19,136.0,8,Yes,Dropout
0,0.0,0,0.0,100.5,13,24,133.1,18,Yes,Dropout
0,0.0,4,12.5,122.0,7,29,140.0,11,No,Dropout
2,12.6,7,11.294444444444444,140.0,22,24,150.0,11,Yes,Graduate
4,12.5,5,11.2,116.1,11,19,121.0,8,Yes,Graduate
0,0.0,0,0.0,130.0,0,37,120.0,0,Yes,Dropout
5,11.8,5,13.2,146.2,6,18,143.0,7,Yes,Graduate
6,14.125,6,14.142857142857142,180.0,10,20,180.0,12,Yes,Enrolled
0,0.0,0,0.0,127.8,0,18,132.0,0,No,Dropout
3,13.333333333333334,0,0.0,130.8,9,22,130.0,5,Yes,Enrolled
3,10.571428571428571,3,12.333333333333334,109.0,9,22,133.1,7,Yes,Enrolled
0,0.0,0,0.0,132.4,0,18,131.0,6,No,Dropout
7,13.1,7,13.1,129.3,8,18,149.0,8,Yes,Graduate
6,13.166666666666666,6,13.5,125.4,6,19,124.0,6,Yes,Graduate
3,12.0,5,10.2,130.2,8,19,126.0,7,Yes,Enrolled
3,13.0,5,11.571428571428571,132.0,10,19,140.0,10,Yes,Dropout
6,15.166666666666666,6,15.285714285714286,170.0,6,21,170.0,7,Yes,Graduate
8,11.0,5,12.6,130.2,16,19,133.0,9,Yes,Enrolled
4,13.6,6,13.433333333333332,115.5,10,18,126.0,11,Yes,Graduate
3,11.0,5,11.6,127.6,9,19,129.0,8,Yes,Dropout
6,13.5,6,14.666666666666666,140.0,6,25,140.0,6,Yes,Graduate
6,14.666666666666666,6,14.666666666666666,120.2,12,22,130.0,9,Yes,Graduate
7,12.742857142857144,7,12.742857142857144,150.0,8,24,130.0,8,Yes,Graduate
7,13.12857142857143,7,11.975,100.0,9,19,99.0,9,Yes,Graduate
3,11.666666666666666,4,12.25,100.0,11,18,146.0,9,Yes,Enrolled
0,0.0,0,0.0,128.0,0,20,129.0,0,No,Dropout
7,14.935714285714283,7,14.935714285714283,128.0,8,19,132.0,8,Yes,Graduate
4,10.0,2,10.5,107.2,15,19,110.0,16,Yes,Dropout
5,13.0,5,13.333333333333334,110.1,6,19,116.0,9,Yes,Graduate
0,0.0,0,0.0,119.0,8,23,119.0,6,Yes,Dropout
4,14.0,5,13.8,155.5,13,47,120.0,12,Yes,Dropout
4,10.75,6,11.833333333333334,118.4,8,19,117.0,6,Yes,Graduate
0,0.0,0,0.0,141.2,0,19,137.0,0,Yes,Graduate
0,0.0,0,0.0,119.1,0,18,124.0,0,Yes,Dropout
0,0.0,2,10.0,111.0,9,28,151.0,9,Yes,Dropout
3,11.666666666666666,4,11.5,138.6,11,20,138.6,10,Yes,Dropout
4,12.0,3,10.666666666666666,121.2,9,18,118.0,12,Yes,Enrolled
0,0.0,0,0.0,150.4,0,21,136.0,0,Yes,Graduate
2,13.0,4,12.75,117.8,12,19,123.0,10,Yes,Enrolled
0,0.0,0,0.0,102.5,7,24,133.1,7,No,Dropout
3,11.333333333333334,6,11.333333333333334,110.0,12,24,130.0,11,Yes,Enrolled
0,0.0,0,0.0,138.3,6,25,133.1,6,No,Enrolled
5,12.2,6,13.0,122.3,8,28,150.0,10,Yes,Graduate
3,11.333333333333334,4,10.75,127.8,7,37,130.0,7,Yes,Enrolled
2,10.5,5,12.0,100.0,12,19,128.0,8,Yes,Enrolled
8,13.90625,7,13.462857142857144,126.4,8,18,133.0,7,Yes,Graduate
1,10.0,3,10.0,100.0,15,48,133.1,13,Yes,Dropout
6,13.666666666666666,6,12.333333333333334,117.1,7,21,129.0,6,Yes,Graduate
6,12.416666666666666,6,12.528571428571428,124.7,10,19,128.0,11,Yes,Enrolled
0,0.0,0,0.0,124.1,8,21,136.0,8,Yes,Enrolled
0,0.0,0,0.0,129.4,7,23,130.0,6,No,Dropout
4,13.25,5,13.6,138.9,6,18,141.0,5,Yes,Graduate
2,14.0,6,12.333333333333334,138.6,6,22,140.0,7,Yes,Dropout
7,12.25,10,11.454545454545457,133.9,13,25,122.0,16,Yes,Dropout
5,14.4,8,13.5,140.0,12,27,140.0,13,Yes,Dropout
0,0.0,0,0.0,95.1,6,49,133.1,5,No,Dropout
0,0.0,2,11.0,128.2,0,31,120.0,5,No,Dropout
5,14.333333333333334,6,13.714285714285714,121.5,13,54,133.1,9,Yes,Dropout
12,12.25,21,12.363636363636363,120.0,21,25,120.0,26,No,Dropout
2,11.5,3,10.666666666666666,130.0,14,20,130.0,13,Yes,Enrolled
3,12.666666666666666,2,12.0,120.0,10,28,120.0,9,Yes,Dropout
6,13.166666666666666,7,12.857142857142858,107.0,6,41,133.1,7,Yes,Graduate
6,12.714285714285714,6,13.125,116.1,9,19,122.0,10,Yes,Enrolled
2,11.5,0,0.0,114.4,8,22,123.0,6,Yes,Dropout
0,0.0,2,13.5,157.7,6,34,178.0,13,Yes,Dropout
10,15.0,11,15.090909090909092,150.0,11,28,130.0,14,No,Dropout
5,11.8,5,12.4,114.3,10,42,110.0,9,Yes,Enrolled
4,14.8,5,14.0,104.6,11,21,106.0,10,No,Enrolled
1,13.0,2,13.5,140.0,9,50,140.0,8,Yes,Dropout
0,0.0,0,0.0,109.1,5,19,108.0,5,Yes,Dropout
3,10.666666666666666,4,12.65,120.6,10,18,120.0,12,Yes,Dropout
0,0.0,0,0.0,161.9,7,59,100.0,7,Yes,Dropout
0,0.0,0,0.0,140.0,5,33,140.0,5,No,Dropout
5,12.8,6,13.333333333333334,178.0,7,23,133.1,8,Yes,Graduate
5,11.142857142857142,3,11.333333333333334,138.3,8,44,133.1,9,Yes,Dropout
0,0.0,0,0.0,128.0,0,37,140.0,0,Yes,Dropout
0,0.0,0,0.0,139.0,0,36,100.0,0,Yes,Dropout
2,10.5,3,11.666666666666666,113.2,8,22,123.0,7,No,Dropout
6,14.428571428571429,6,12.166666666666666,139.0,8,49,133.1,8,Yes,Graduate
4,12.75,6,13.333333333333334,110.0,6,23,135.0,7,Yes,Graduate
3,11.0,5,11.4,136.6,10,19,132.0,7,Yes,Enrolled
0,0.0,6,12.142857142857142,161.1,6,47,120.0,9,Yes,Dropout
12,12.307692307692308,17,13.058823529411764,130.0,15,28,130.0,36,Yes,Graduate
4,10.5,4,11.75,140.0,15,21,140.0,13,Yes,Enrolled
5,10.0,5,11.833333333333334,121.0,8,21,133.1,9,No,Dropout
10,11.8,10,12.4,118.6,13,21,120.0,14,Yes,Graduate
4,11.5,6,13.428571428571429,138.3,12,20,140.0,8,Yes,Enrolled
0,0.0,0,0.0,115.8,9,49,133.1,5,No,Dropout
5,13.4,5,11.0,160.0,5,40,120.0,5,Yes,Graduate
6,14.428571428571429,6,13.625,114.5,8,22,125.0,8,Yes,Graduate
2,11.5,4,11.8,117.5,7,19,136.0,6,Yes,Enrolled
0,0.0,0,0.0,121.7,7,31,133.1,5,Yes,Dropout
2,13.5,2,15.0,115.0,7,30,120.0,9,Yes,Dropout
5,11.0,5,10.8,125.3,11,19,127.0,9,Yes,Graduate
3,11.333333333333334,3,13.666666666666666,131.0,10,22,131.0,11,Yes,Dropout
6,13.333333333333334,6,12.833333333333334,126.3,8,19,127.0,8,Yes,Graduate
0,0.0,0,0.0,127.1,0,21,132.0,0,No,Dropout
6,13.428571428571429,6,15.125,138.4,7,19,137.0,8,Yes,Graduate
1,10.0,0,0.0,100.0,7,22,126.0,11,Yes,Dropout
5,11.0,5,11.4,126.2,8,22,136.0,10,Yes,Graduate
6,11.0,4,12.25,118.8,9,19,124.0,12,Yes,Graduate
0,0.0,0,0.0,124.5,0,26,137.0,0,No,Dropout
1,14.0,3,14.0,140.0,12,23,140.0,12,Yes,Enrolled
5,10.8,6,12.333333333333334,125.1,10,18,131.0,7,Yes,Enrolled
2,11.0,5,10.666666666666666,118.8,11,22,130.0,8,Yes,Enrolled
5,14.714285714285714,5,11.833333333333334,125.2,9,19,136.0,9,Yes,Enrolled
0,0.0,0,0.0,95.0,5,20,133.1,14,Yes,Dropout
6,12.166666666666666,6,11.666666666666666,107.6,6,22,110.0,6,Yes,Enrolled
0,0.0,2,13.0,140.0,5,18,140.0,7,No,Dropout
0,0.0,0,0.0,125.4,4,39,133.1,5,Yes,Dropout
0,0.0,0,0.0,128.0,8,18,141.0,8,Yes,Dropout
5,14.2,5,13.0,129.3,5,18,130.0,5,Yes,Graduate
6,14.0,6,13.857142857142858,152.0,6,19,160.0,7,Yes,Graduate
8,12.4875,6,13.391666666666666,128.8,8,18,140.0,7,Yes,Graduate
0,0.0,4,12.75,152.8,5,18,150.0,7,Yes,Dropout
5,14.6,4,14.5,150.0,5,22,150.0,7,Yes,Graduate
6,12.166666666666666,6,12.166666666666666,112.0,6,19,133.1,7,Yes,Graduate
5,15.6,5,15.4,135.6,5,18,152.0,5,Yes,Dropout
2,16.0,2,13.333333333333334,134.4,9,31,133.1,9,No,Dropout
0,0.0,0,0.0,120.5,5,28,130.0,5,Yes,Dropout
0,0.0,0,0.0,141.4,0,19,148.0,0,Yes,Dropout
6,14.714285714285714,6,13.714285714285714,145.2,8,20,148.0,7,Yes,Graduate
0,0.0,4,12.25,140.0,7,50,130.0,7,Yes,Dropout
4,16.5,5,16.0,100.0,11,38,160.0,9,Yes,Enrolled
1,13.0,1,11.0,140.0,5,31,130.0,8,Yes,Dropout
7,14.085714285714284,7,14.085714285714284,126.0,7,27,110.0,7,Yes,Enrolled
6,10.5,6,10.166666666666666,112.6,10,21,122.0,9,Yes,Graduate
0,0.0,1,10.0,106.8,9,34,110.0,8,Yes,Dropout
1,10.0,0,0.0,121.6,7,19,129.0,10,Yes,Enrolled
3,10.666666666666666,2,10.5,120.0,5,40,110.0,10,No,Dropout
0,0.0,0,0.0,160.6,0,18,170.0,0,Yes,Graduate
0,0.0,0,0.0,130.0,6,46,110.0,6,No,Dropout
0,0.0,0,0.0,110.0,10,37,110.0,12,Yes,Dropout
0,0.0,0,0.0,110.0,10,31,133.1,8,Yes,Dropout
5,12.4,5,13.333333333333334,145.8,15,34,133.1,15,Yes,Graduate
0,0.0,0,0.0,130.2,0,18,126.0,0,Yes,Dropout
6,14.333333333333334,6,13.571428571428571,122.3,6,18,137.0,7,Yes,Graduate
6,11.166666666666666,6,12.833333333333334,125.4,7,19,117.0,6,Yes,Graduate
5,11.2,4,10.25,130.0,18,40,100.0,6,Yes,Dropout
0,0.0,0,0.0,150.0,6,25,120.0,6,Yes,Dropout
3,13.333333333333334,4,14.5,116.9,8,20,126.0,5,Yes,Dropout
5,13.714285714285714,5,15.8,114.7,8,20,122.0,6,Yes,Enrolled
0,0.0,0,0.0,95.8,0,43,111.0,0,No,Dropout
3,14.666666666666666,4,12.5,133.1,7,18,139.0,8,Yes,Enrolled
12,11.5,18,11.666666666666666,150.0,13,35,150.0,22,Yes,Graduate
5,13.0,4,13.0,118.5,5,23,116.0,6,Yes,Graduate
8,11.50625,7,12.12142857142857,131.1,12,19,130.0,8,Yes,Graduate
7,13.75,9,14.22222222222222,150.3,15,21,150.0,15,Yes,Graduate
4,13.25,4,12.5,120.5,8,19,132.0,17,Yes,Enrolled
5,15.285714285714286,5,12.166666666666666,105.6,7,20,108.0,7,Yes,Graduate
0,0.0,0,0.0,125.3,0,30,133.1,0,Yes,Dropout
6,11.5,6,12.666666666666666,131.0,6,44,120.0,6,Yes,Graduate
7,13.614285714285714,7,13.614285714285714,127.0,8,19,146.0,8,Yes,Graduate
10,14.3,12,12.857142857142858,150.0,15,22,150.0,32,Yes,Graduate
5,14.2,4,14.0,149.2,5,18,160.0,7,Yes,Graduate
5,11.8,4,14.75,121.5,6,21,125.0,8,Yes,Graduate
0,0.0,0,0.0,137.3,0,18,125.0,0,Yes,Dropout
6,14.285714285714286,6,13.625,119.6,7,18,122.0,8,Yes,Graduate
0,0.0,0,0.0,141.5,0,19,138.0,0,Yes,Graduate
4,11.875,4,11.8,150.0,11,21,150.0,12,Yes,Dropout
6,14.6,6,15.125,110.0,10,31,140.0,8,Yes,Graduate
2,10.5,4,11.5,110.2,10,21,113.0,10,Yes,Dropout
1,11.0,1,10.0,110.3,11,24,139.0,12,Yes,Enrolled
0,0.0,0,0.0,120.0,10,27,133.1,8,Yes,Dropout
5,12.8,3,10.333333333333334,114.2,6,20,118.0,9,Yes,Graduate
2,11.666666666666666,0,0.0,140.0,6,22,140.0,9,Yes,Enrolled
4,12.5,4,12.0,132.8,10,19,144.0,9,Yes,Enrolled
6,14.5,6,13.833333333333334,121.5,6,19,125.0,6,Yes,Graduate
11,11.909090909090908,13,12.153846153846152,127.2,28,23,131.0,19,Yes,Enrolled
6,13.666666666666666,6,14.0,128.2,8,18,131.0,7,Yes,Graduate
5,13.8,6,16.5,133.4,6,29,140.0,8,No,Enrolled
3,13.333333333333334,1,18.0,120.0,10,29,133.1,11,Yes,Dropout
5,11.77777777777778,6,11.285714285714286,140.0,12,20,140.0,11,Yes,Enrolled
0,0.0,0,0.0,136.9,0,19,139.0,0,Yes,Graduate
0,0.0,0,0.0,117.0,0,22,125.0,0,Yes,Enrolled
6,12.0,5,14.0,110.7,10,20,117.0,10,Yes,Enrolled
3,12.0,4,13.75,160.0,9,24,150.0,13,Yes,Enrolled
5,11.0,4,13.25,95.0,6,21,95.0,9,No,Dropout
4,14.75,4,14.25,148.8,7,25,150.0,7,Yes,Graduate
0,0.0,0,0.0,110.0,5,32,120.0,9,No,Dropout
3,11.333333333333334,8,11.25,133.9,8,26,136.0,12,No,Dropout
6,12.5,6,13.5,125.7,8,18,133.0,7,Yes,Graduate
6,12.857142857142858,5,12.666666666666666,116.6,10,19,125.0,8,Yes,Graduate
6,12.333333333333334,6,15.166666666666666,141.0,6,19,127.0,6,Yes,Graduate
